mask_hex,rank,joint,active_rows,first_q,first_r,row_support_fnv
04a88188,8,0,233,294,636,15d366c5da6b5ce
012042c9,8,0,235,294,636,3058be626cb5738
00291621,8,0,198,338,636,44c0a8dd080b8ee5
30251c00,8,0,227,294,636,420577a71bfccef8
09684060,8,0,243,338,636,a81d461adc9bf66
0024d061,8,0,165,294,636,363931d43109cf4f
00027243,8,0,175,294,636,73709fa93e57727a
20cb1008,8,0,176,338,636,dd58e0997adaa312
08013249,8,0,129,306,635,33562d78a6bf11f5
04882849,8,0,230,294,636,8b096f7a8acf5ae2
012c8029,8,0,287,100,636,e2227655efd27aa0
01261141,8,0,249,100,636,d368f8d77be6f035
20750500,8,0,88,294,636,99484accd43b2fb3
044c0223,8,0,83,294,636,abda45d989f62691
10c0108b,8,0,159,338,636,66538fc1e0114338
01914242,8,0,211,338,636,1a26c9fc3b68c5a6
0148121a,8,0,205,338,636,153e5c7ce5ea9e02
31054808,8,0,294,294,636,c0ce6e73c10fa5d
00d90109,8,0,291,294,636,e512c8197d76e5ac
058c0141,8,0,253,294,636,1b655c8f94732c12
0a390101,8,0,214,294,636,fc69b221d4c9a2d5
21108462,8,0,133,100,636,bca5c920d026b403
20063043,8,0,65,282,632,d4ee06e0a2d508e6
0005508b,8,0,170,294,636,20d2f9f9e5af9b68
206b1800,8,0,175,338,636,1c64e9ea2c279183
3003020d,8,0,216,294,636,734a35a91a651eb4
14320940,8,0,177,294,636,ca79602434d4460e
098e0101,8,0,251,294,636,da83856012b46108
31011a08,8,0,250,338,636,b6ce1b9217bc288c
11029a01,8,0,249,294,636,92ed58f30fd2f3f7
01216224,8,0,196,338,636,96497e28ce58d861
050a0740,8,0,176,294,636,6da4b5e59b095d2e
0150a064,8,0,111,338,636,e15af201507d1690
09401095,8,0,195,294,636,c1782b4a8f3433e1
0c0902d0,8,0,141,294,636,79b835377cc35391
200a02a3,8,0,135,294,636,4c777836b0323dd8
0111c023,8,0,115,294,636,533cfce9eda67eb0
27000390,8,0,142,294,636,99e8cdb45da2a371
30205142,8,0,224,294,636,f4db2619b0dcf11e
18288640,8,0,208,294,636,796324682e15b176
0248050b,8,0,207,100,636,4083547dbfd07eb7
080a098c,8,0,221,294,636,8503b6dd5ac9db61
14092812,8,0,185,294,636,b7a7a01751224733
21401d08,8,0,214,338,636,6b0b998307a7520d
08142603,8,0,142,294,636,ac1a1d0dde88bf25
04074818,8,0,191,294,636,e8a6b7c142674722
29001c06,8,0,163,294,636,fd9b6a8f43e58a43
2c202054,8,0,94,306,635,446ebf8a933d24b5
01089492,8,0,195,294,636,d535e190373df3dd
04201a23,8,0,147,294,636,e92fc618c731a761
14610502,8,0,161,294,636,8a0cb2d1d4575715
087d0100,8,0,190,294,636,137b9c8c17989cbd
21910206,8,0,120,306,635,afff9dc8d7381430
34200185,8,0,77,294,636,d68481f91044d472
19110884,8,0,159,294,636,e1c836a941b01e9c
1008418b,8,0,156,294,636,314c78aaabf35223
00ca4403,8,0,250,294,636,fca01a826dc6b436
046c8220,8,0,161,294,636,15f67e5e526116db
20329820,8,0,202,294,636,16e465572d025066
0011448b,8,0,141,294,636,ec2cece0bc30e1cf
01005c91,8,0,232,294,636,95bd5b4b76c45189
25020056,8,0,91,294,636,f94a04a615efd646
28811209,8,0,180,338,636,9678548c2bf7f83e
2004003f,8,0,117,294,636,7254a2a519be1ac1
08416806,8,0,169,294,636,405d25bb5841a604
040c8542,8,0,77,294,636,fa4c2d06f6d52ab7
05280198,8,0,233,294,636,f1911251279be592
11040869,8,0,155,338,636,6bbce0fffe0b475
20099086,8,0,102,294,636,ea734a06f190d71
2e0100c2,8,0,125,294,636,7a806042444edb37
030c0189,8,0,272,294,636,34febdd384b5e400
34048250,8,0,162,294,636,ec323402b729a82c
0026900d,8,0,346,100,636,5dd64c5857e3228e
06608190,8,0,110,294,636,38735872c555da14
0017020b,8,0,148,294,636,42ef2f95d3dc11f7
30100d81,8,0,79,294,636,1283deaf5b8b18f8
04103511,8,0,232,294,636,79729b732ef6c24
0421c091,8,0,237,294,636,9b7e11e0c53d00a5
19501102,8,0,296,294,636,fe329d540eb7e891
014061c2,8,0,165,294,636,ee8f73a788653ea1
14304260,8,0,208,294,636,8054891c7b513c1b
00a03232,8,0,263,338,636,f4f16c447c1adf45
005c8111,8,0,170,294,636,c92f7ced39c422f1
0ca04248,8,0,346,294,636,4638913392ed358b
04c03121,8,0,187,294,636,1b0e4f5be6e45e64
010c0e03,8,0,129,294,636,19caa05d39c5b5e
1d020031,8,0,247,294,636,b3ebc5a52d8986ce
11990088,8,0,285,294,636,9c5ea426e1b452d9
043403c0,8,0,76,294,636,c346425ee3a3c8ca
082d1003,8,0,219,294,636,401622b236386f3a
045100d4,8,0,83,294,636,11a696a3d37213df
11201511,8,0,225,338,636,7f69bbce205252b8
04088887,8,0,128,294,636,e8aa09f2dfd0fbce
01642023,8,0,229,338,636,812d413c8b947ac4
02245224,8,0,323,100,636,8847b3a86138ab03
1050020f,8,0,157,294,636,3d743441914261db
002e1016,8,0,229,294,636,68675ee6acd7cc92
14850141,8,0,235,294,636,4536188c50bee694
1d000413,8,0,190,294,636,dfef245b970e395d
001184c9,8,0,202,294,636,d3ca63df13150211
0a807140,8,0,341,294,636,3c1fa2a29e38e86
241002a5,8,0,171,294,636,bc464a3e0f0c965f
10142628,8,0,348,256,636,365028bbed5da834
210121c1,8,0,55,416,632,1788cc372a2ae19d
2110c980,8,0,178,294,636,1189faf6474cafde
31450840,8,0,244,294,636,dad00c5e7744f939
22881182,8,0,216,294,636,2be91a04f1a71b86
0c218043,8,0,118,294,636,362de2a22efa2858
1800b00d,8,0,304,294,636,64ac599d3bb7d315
012820e8,8,0,163,338,636,2ac24a760cff28c0
0e850102,8,0,228,294,636,6c906dc2c3508b40
09140a21,8,0,187,294,636,ecc8062c1f957f97
05180134,8,0,208,294,636,30b92c833e0f5fa
06a80023,8,0,298,294,636,d44afd38dd9485e6
1424804a,8,0,304,100,636,9270f205078d2d13
08383030,8,0,272,294,636,2b329bd05c7906b
1320001b,8,0,328,100,636,837c1b7c996cb165
2106210a,8,0,157,338,636,6e27898ed0dc3dcf
11239008,8,0,317,294,636,c432bddd28e4d866
05029828,8,0,235,294,636,78fe7f27d3a6c4d5
01115124,8,0,275,294,636,688b0cb31e51ed58
14814111,8,0,278,294,636,d670d52f23645f54
09e000c1,8,0,194,294,636,4da2e249f2253210
1c841900,8,0,353,256,636,622a38f3fe94d23a
07c00051,8,0,293,100,636,d0627c10b6280f7c
0520046c,8,0,290,294,636,ba4b6fbb83418d46
06001d05,8,0,191,294,636,319aff8dc9286f53
2020b025,8,0,175,338,636,b461dbaef9a8612a
16044a01,8,0,373,100,636,5a0289d225844dae
05602038,8,0,259,294,636,f51cf028d47b61b9
04a48019,8,0,254,294,636,d9d2e68d0a3611b
3024004b,8,0,326,100,636,d6deb386d17a6ec1
03800c0d,8,0,333,100,636,ec7ea4d2fcf149aa
145002a8,8,0,125,294,636,227486357f871647
10060389,8,0,312,256,636,f5ac538e9ce94b56
10701844,8,0,229,294,636,7d851bc7544076fd
24600c82,8,0,114,294,636,dc24ca46b053adfc
0301a025,8,0,141,338,636,28e797868eda9931
3a004029,8,0,307,294,636,a2b58019122a4d08
001d2241,8,0,141,282,632,a24b846e940aa535
01450701,8,0,139,294,636,d8e5eb75b85ad3aa
0c102816,8,0,237,294,636,1e54669b033b4d4a
0814a811,8,0,149,294,636,eda5918745f9b73
06a02c20,8,0,244,294,636,b989214e2fa6f9d6
23084111,8,0,223,294,636,40270ec0e4573ccd
04406e20,8,0,169,294,636,88c57a4988b3371b
144a4a00,8,0,258,294,636,dffe09b62ad81bb0
0c050246,8,0,96,294,636,e28b4ef9e59ee7f4
00381b01,8,0,301,294,636,fedc220223b8a4ec
01594810,8,0,270,294,636,3a27d6068d1256ff
06440039,8,0,136,294,636,16aa8083349efe15
064412a0,8,0,175,294,636,3ba695edadcbd5a0
040092c3,8,0,161,294,636,2e2f40d23047f6ff
31200407,8,0,200,294,636,f1ada2a999e2cabf
0818d050,8,0,268,294,636,650cb76a1fea72cf
19180218,8,0,298,294,636,656dfa476cfc4bd1
000c1629,8,0,146,338,636,751eb684a9dd2e9
22901091,8,0,193,294,636,334da1c81defba95
0044428b,8,0,130,294,636,2452d55d92d419a7
0d280860,8,0,214,294,636,e22931fb19e9bb00
00496442,8,0,207,294,636,f5cb9be68156eeca
13200229,8,0,242,294,636,78606cc21a72d2b6
001c3510,8,0,186,294,636,1d92ed1f6148aff8
02344d00,8,0,280,100,636,f3b91bc6804e3cb2
04d02061,8,0,203,294,636,eaf9ad6833684544
00358203,8,0,146,294,636,4f9c1ac61a2c1b5f
0441031c,8,0,149,294,636,e4f1b4f1fe1d625a
04091c11,8,0,142,294,636,77133a86a0cedcb7
060c0892,8,0,205,294,636,19206f2dccf0621f
102520c4,8,0,180,294,636,b36298213d3cd97c
09904340,8,0,327,294,636,d99d8929145fcab3
06c90102,8,0,309,294,636,4a90469de3840ab1
1c013810,8,0,264,294,636,232422d05b8a0570
30c0200d,8,0,150,306,635,b6ad1753ed3f866f
00107063,8,0,97,338,636,eea1c9150cb7f225
300858a0,8,0,204,294,636,abcdf6347dadd646
18605201,8,0,366,294,636,999525596adbd3ff
00157104,8,0,242,294,636,5ac7b3108a827f08
30b14800,8,0,280,294,636,f5cbf6e2efd6b77b
3050c240,8,0,228,294,636,1224bb07118320cd
01171410,8,0,169,294,636,92b09a65b24e22ae
01256801,8,0,227,294,636,d1f7ae31072c56d1
0840d640,8,0,257,294,636,28d983d5f8589326
10201487,8,0,179,294,636,879f8c22e33c5a33
0c812a10,8,0,184,294,636,2ba67ed072a629d8
02350c40,8,0,233,100,636,13416606f01aae52
04c11023,8,0,222,294,636,a9338b23aeefb37d
200984a1,8,0,79,294,636,4108839d28e8c49
04209318,8,0,218,294,636,22e1e222d7c1ed53
001460e4,8,0,116,294,636,ec8d7a2d7d07bf66
00817842,8,0,96,338,636,83e54a0dccc26f74
05841a20,8,0,240,294,636,56126677430cbcae
09402039,8,0,220,338,636,260860000abe01f9
000e10c9,8,0,265,294,636,8e16bc75405e253e
13600241,8,0,252,294,636,b248c086bde4e6d9
0521880c,8,0,185,294,636,32b44a65df56e05a
10152222,8,0,191,294,636,ee1bb9b8eea42520
05840614,8,0,167,294,636,b1d36f36de3502ef
00683811,8,0,208,338,636,a1eb947ed963fec7
1058a410,8,0,286,294,636,dda811c6ff170393
01708190,8,0,106,338,636,c478e24310f7448
0028224d,8,0,153,338,636,82b975484c357b50
01b04222,8,0,288,294,636,a155cb0c187885dc
05510062,8,0,194,294,636,517ee79d4df16197
00669401,8,0,247,100,636,3199356cbb40ff88
101800cb,8,0,175,294,636,2e57b470d9dd0df5
04900383,8,0,123,294,636,98874f445692c553
25608030,8,0,150,338,636,cb8147ee5b427190
3c0005c0,8,0,119,294,636,6980baf0ec601f02
005c5042,8,0,247,294,636,2e5379081a33f843
10506424,8,0,243,294,636,2e5909d8af9ea846
0011d121,8,0,137,294,636,d570c7c8e7833016
09920884,8,0,249,294,636,d5ed045a09b72ba7
20490d08,8,0,126,338,636,e8ebbdb3a729f126
01241055,8,0,188,294,636,bd06c37d394d2c05
30605180,8,0,302,294,636,128cb1eefc550716
144048c1,8,0,242,294,636,59e26d0bf590e7bb
00712604,8,0,168,306,635,46c3345eab533016
05408704,8,0,119,294,636,ba35338475df4723
01411189,8,0,146,294,636,11fc3077c7cfc255
10193011,8,0,205,294,636,e0de08e593656400
0212001f,8,0,331,100,636,39c2e3aa6ce43f10
03821421,8,0,303,100,636,dfaec631b56a317b
30209248,8,0,218,338,636,bdf335aafe830968
11209086,8,0,299,294,636,57c5e9f948e5b559
1054101c,8,0,358,100,636,459d1d33559dff85
08431828,8,0,154,294,636,334ffa6a59ee8da0
150082a4,8,0,144,294,636,6a2e2657df5fe02b
24224112,8,0,85,294,636,74a98b09e9a28777
2502082c,8,0,80,306,635,3acbd4f02d242adc
043200b8,8,0,100,294,636,32e0826cc1076d3f
04228207,8,0,71,294,636,c343310f739fe7cc
04030615,8,0,51,294,636,b93d0db1f606d535
042c0328,8,0,127,294,636,a82c9c35938eb0f
04278012,8,0,96,294,636,1ca9722d7354116
10331804,8,0,160,294,636,f0072fe08385f41a
0442068c,8,0,82,294,636,69297f92c48c66d0
042a08a8,8,0,152,294,636,ee7935ea194da6e0
0084d380,8,0,236,294,636,df01b87ad16a7624
00a31809,8,0,142,294,636,a8037e6b7153c402
0432022c,8,0,161,294,636,7884ac54cda8b422
00265308,8,0,137,338,636,d766f5176e067687
0092c058,8,0,120,338,636,81ba595a4c2ec5be
14029058,8,0,82,294,636,6ae4d42008f3f010
0093200d,8,0,130,338,636,f8a65dc5c2dcd830
05120126,8,0,62,294,636,9878c872d4e0a14c
00064e09,8,0,167,294,636,736e013dcd14463b
00909119,8,0,197,294,636,5f794578347839af
0080612d,8,0,184,338,636,3678bcaed4ad85f9
0c130112,8,0,112,294,636,6cfbffccda94a36b
00806513,8,0,117,338,636,536d0dbe16e893a5
040220ce,8,0,125,294,636,94f77dfa2656dc7f
012a001d,8,0,212,294,636,40fc02f3203921bb
18293020,8,0,253,294,636,2903ffb6d1d4da0f
3030c840,8,0,150,294,636,7ac925431e2f347a
042a0446,8,0,97,294,636,92b0f954cbd4830
04100ea8,8,0,129,294,636,74d3820ed2cbefc0
048a0191,8,0,75,294,636,a08c05cf267698c2
0430830a,8,0,137,294,636,fd35f971fe1c4e6f
1c081054,8,0,168,294,636,8b997353d04652ea
180e0901,8,0,209,294,636,960d1530994e0c8d
08849441,8,0,157,294,636,382b941b1878e884
0080558c,8,0,309,100,636,d1a9b20e72685df1
2411014c,8,0,62,294,636,38ff4751ae7b9308
38841202,8,0,227,294,636,ce7b754948d46a49
1c818180,8,0,113,294,636,f81f1dc0d202c5a7
0082eb00,8,0,77,338,636,35eca21a3b6807f7
0a8d4004,8,0,236,294,636,3b7b7da65e10ca21
18270c00,8,0,185,294,636,1bd12ab1ee83871d
00d22428,8,0,245,338,636,c63f6e0e19c97e6d
0023504a,8,0,117,338,636,fd437c1786e4bdb
048120cc,8,0,114,294,636,1779e72f9329893
24824070,8,0,110,294,636,1cb29154ce98f19f
18348220,8,0,171,294,636,f5664c086e95e695
06014524,8,0,147,294,636,3782e053e0a6c5a2
0a120d40,8,0,151,294,636,90ff6474a1f574cd
04a4a060,8,0,103,338,636,acfb73a7d5df87b3
14248304,8,0,149,294,636,267b692a6c08cf96
10129015,8,0,152,294,636,5b62df723437130b
08b040a1,8,0,210,294,636,6acebc62cb49d65f
0c950030,8,0,76,294,636,cda112602829060e
18415210,8,0,262,294,636,45698c1d89ab84f7
0400d164,8,0,140,294,636,12f9674a2a57bea7
04015868,8,0,80,294,636,cdf6e2a4b1b1a68b
10dc0840,8,0,313,294,636,f617c825c20d0f3a
109a1204,8,0,244,294,636,281383a0d07649eb
12886120,8,0,299,294,636,42af4619892486ba
10133220,8,0,246,294,636,c74226afc67f42cd
041b0148,8,0,141,294,636,e4dd8c693f60bafd
14214510,8,0,100,294,636,3223a9a541227b98
048e80c0,8,0,164,294,636,47dab1bf6c5a2189
11222212,8,0,177,338,636,e3df93b54f69cb7
18820948,8,0,74,306,635,ec4e7b74c40e50a0
0c049130,8,0,89,294,636,4b29839826b97309
048b8880,8,0,115,294,636,47b599d1df267c90
0502c424,8,0,131,294,636,1851aaf63daaeef6
10d34002,8,0,275,294,636,a9b714e43973be14
048a8248,8,0,87,338,636,8bf9349622b56ccd
08213610,8,0,146,338,636,e4764f6e03038f8a
0b604104,8,0,274,294,636,d59cf9059733fdbd
15038014,8,0,61,294,636,88a96d4fbd333cc3
180e0013,8,0,268,294,636,53b433213c7f7469
34004161,8,0,67,294,636,bcb386f70f071601
1401c01c,8,0,177,294,636,3beec86e212d9820
19804a02,8,0,239,338,636,c56c7cc67a8646d2
1a142102,8,0,304,256,636,4f9120f0bec8b573
08a84301,8,0,155,338,636,5bf71c1d171ea29f
00856310,8,0,158,338,636,829052a22b0d07c7
2600406c,8,0,90,294,636,6aa71d4b63a31a7c
04106318,8,0,197,294,636,fedfab1c92c19ce2
1c004660,8,0,125,294,636,b9fe1894a1924953
38204441,8,0,217,294,636,38299ac277d38159
2184410c,8,0,284,294,636,177e06c6c3794618
0884680c,8,0,287,294,636,689d06f349ba3ec4
0c940212,8,0,156,294,636,a895d69f75a8de16
181d0082,8,0,253,294,636,7f3986bed95f3249
10154490,8,0,222,294,636,1d7646978606a06c
10b50440,8,0,224,294,636,6fe33af8462b3c76
0422206c,8,0,40,282,632,b70bf9b4c96ca0b2
14440a28,8,0,195,294,636,f4a34576f6a2d328
005a4448,8,0,302,294,636,b050d0e8a64eb8eb
1e014024,8,0,252,294,636,34a5468bf37cfbd3
00929c40,8,0,63,338,636,7bf241f818682db3
14025121,8,0,220,294,636,18414493f18d4561
1082050b,8,0,124,338,636,7bc7c287b884b1a1
12e05800,8,0,372,100,636,efb44cf8ceee461e
0c20c242,8,0,125,294,636,60c283ebb1156301
05260026,8,0,102,294,636,e48793d2b809cce9
12c06108,8,0,348,100,636,e1ded8e158fc7379
02138301,8,0,209,100,636,22e18352b4d7144a
00a75004,8,0,167,294,636,bc3ba079313f4fcf
1801e401,8,0,168,294,636,2569434afe0090db
00760811,8,0,145,294,636,ecd15b10050c0b9
1e880210,8,0,185,294,636,774004feb063e14d
0980680a,8,0,279,338,636,eedf8b3133836edf
04020a2d,8,0,107,294,636,d2ddfbea21f0d665
08880549,8,0,150,338,636,3343042ab67c3a2a
24822230,8,0,65,282,632,d154740447246179
101a2414,8,0,221,294,636,93bd2cb10ffe3e57
04801c4c,8,0,38,338,636,6610e1fb0c13071d
14888302,8,0,127,294,636,70652c491ff668ac
09885820,8,0,297,338,636,c13ad66569346b32
18804d08,8,0,218,338,636,45325a691dccd239
01226424,8,0,263,294,636,c129bfd5f5316b41
1c208248,8,0,190,294,636,441500755dd58dd1
2884c900,8,0,195,294,636,17ed0348fe753e14
0c0080ad,8,0,121,294,636,ac07156c55440335
0410444e,8,0,199,294,636,795fa69f778af77d
14032061,8,0,56,294,636,d455667f6871eae4
04818b08,8,0,150,294,636,b2614e745bc33ffe
0a54400c,8,0,313,294,636,737b0379ac1796ec
06160148,8,0,133,294,636,c30d3f5ae3bd5f8a
08316220,8,0,106,294,632,bbea4f24a2a28cec
085e0050,8,0,228,294,636,66c34496c9bc0505
10b04c08,8,0,349,100,636,71469c433a1518a8
0c808701,8,0,167,294,636,870887c865ce4ad2
08274011,8,0,184,294,636,107fb20c68a24844
11a0c024,8,0,208,338,636,a7f7ea982e37facd
08455808,8,0,244,294,636,8c733c59e3b34f44
0c002c4a,8,0,66,220,630,3131c5bef08a946e
1a045410,8,0,346,100,636,2ecfa4b217d4fb58
18154090,8,0,242,294,636,85b146ae02242202
1006c203,8,0,236,294,636,359feb12f8f7c4af
08066850,8,0,112,294,636,60805258f9f95214
08382b00,8,0,158,306,635,9ff497fd7a0cf375
0883c012,8,0,116,338,636,944ce0cc72ed5f15
0c10c106,8,0,150,294,636,24857c9c831c9ad1
1cc10810,8,0,187,294,636,ed61d6424bec931a
0cc28060,8,0,91,294,636,ab8007227fc9301e
14214504,8,0,138,294,636,36afd75d574e743c
04980b04,8,0,172,294,636,35ed698c668799d4
1422c006,8,0,203,294,636,2f194af8abbc0746
0c050294,8,0,140,294,636,e063b8d7b30592b2
18804312,8,0,80,100,634,4afc2ef091632de6
04e48180,8,0,194,294,636,12838ecafe77978f
1a180049,8,0,347,294,636,36d2cebe8281218c
0810e460,8,0,227,294,636,61d86c96e15967d0
18528202,8,0,196,294,636,20448f4a86b248f4
04980858,8,0,272,294,636,e67c747b97a33bd6
10895210,8,0,257,338,636,43da11129fc96b7b
121a4108,8,0,274,294,636,689913f9cb175a38
14820518,8,0,71,294,636,c7b2465d69663cbc
0480a324,8,0,214,294,636,d97f06fd01409847
10960908,8,0,271,256,636,aad3b8702ff33f74
1c042062,8,0,226,294,636,234d30ed5a07bff3
2802c061,8,0,90,294,636,dadbf30e8f672c1f
140c00d4,8,0,236,294,636,687af6aca45c6995
08a24850,8,0,87,338,636,8ec4754617aeaa96
00ac4302,8,0,282,294,636,9f86eed14aecc50f
10804c89,8,0,307,294,636,48fd249ee3bcf8de
38201148,8,0,264,294,636,36f3a03a97608ee3
0805500d,8,0,282,294,636,e263a4d60788ea5d
06a12820,8,0,126,294,636,a98d611a95080647
0c840c41,8,0,164,294,636,493f29c72440834b
2c100245,8,0,100,294,636,da19b4ae05d126af
3c400013,8,0,201,294,636,63911cd1f42730e5
01694048,8,0,262,338,636,2c883b7f00900c9
14101252,8,0,191,294,636,414adf9edad4ff49
1184402a,8,0,347,294,636,640a9c162696ef90
0c2019a0,8,0,195,294,636,c35926e664d32b25
09805112,8,0,262,338,636,73220526548b978
0813104a,8,0,158,294,636,cee1f24361678e8c
0402ac41,8,0,174,294,636,ae4818daf4b3feee
000b1309,8,0,140,338,636,d924b3e7e7deefa6
08035821,8,0,74,294,636,c442f265ef4e3ac8
0ca4010a,8,0,235,294,636,ec098f2670f48e5d
10445023,8,0,297,294,636,262b2ffed0be9b12
000a121d,8,0,205,294,636,c3b67744eb0411ea
03017048,8,0,238,338,636,cfda0f8f98830fad
1a244801,8,0,341,256,636,a8c27dc72f39c2db
00d74400,8,0,266,294,636,f69eb3142dec52ba
1a24c010,8,0,311,294,636,e24bc176542929b7
10524288,8,0,275,294,636,56dda42fbfda3ae7
0496080c,8,0,312,256,636,5d55fa68b6c03a4b
18025023,8,0,262,294,636,d8d8f43f6edea7f1
0482112c,8,0,36,282,632,503a4a8b290fe1ae
0d100862,8,0,104,294,636,fa767b1c0bce7053
080e0a48,8,0,229,294,636,abff278c6a5c7595
0c001c98,8,0,235,294,636,c168ad5eeed1ae6a
0a90420c,8,0,193,294,636,345e2824b9a26a12
2401181c,8,0,111,294,636,d789f11a1bfb4693
04a0101e,8,0,344,100,636,c3225cf5214961c1
081c4281,8,0,334,294,636,cd64691671da1d78
00568205,8,0,234,294,636,41d841842ec954d2
1060104b,8,0,310,100,636,61ef30d337f2ceda
10864029,8,0,361,100,636,32a4a767d4bc778c
19102141,8,0,215,294,636,75319e7e69df4f9a
0c801a48,8,0,132,338,636,c7127c025542ede
04a1c021,8,0,297,294,636,2b338f176ec1ebe9
28e04050,8,0,266,338,636,d89662e3f059a156
00a0b222,8,0,254,338,636,f283f8e41ac9ae69
0c182054,8,0,201,294,636,73960c40395c2d18
0d014160,8,0,70,294,636,5bf307585dfdacad
10245812,8,0,255,294,636,410861a655af1513
0506c140,8,0,83,294,636,a25bcf0b4c94080b
18252210,8,0,217,294,636,af1deb37c9e07316
144a020c,8,0,204,294,636,3dc1f78b997342c0
1508801a,8,0,263,294,636,4b73f9d9c63bd0db
0280320e,8,0,230,338,636,225503eb68a18693
00348017,8,0,145,294,636,2bdaecbcf45b4f2a
08141419,8,0,291,294,636,e2cc04d712ae3dbc
10126301,8,0,288,294,636,26b3d875d288e166
14424882,8,0,174,294,636,8db31561908b7e16
19404013,8,0,296,294,636,6382e9d83db63acc
09604803,8,0,234,294,636,8f67e928ec5c6e3c
0410ca44,8,0,162,294,636,54f029d81c300281
00311017,8,0,216,294,636,9061a31710e25bef
001c5301,8,0,270,294,636,52df281bb3266d63
1a81c200,8,0,266,294,636,2305b45e4b220c77
30902a08,8,0,263,294,636,bf14611e1c37e8f5
14802341,8,0,109,282,632,80f57d3b82f04d42
1444030c,8,0,225,294,636,4faff602b3f75d16
00323114,8,0,215,338,636,236d69d306c23a2b
18a21204,8,0,211,294,636,14610fa9f9e416fb
0028041f,8,0,206,294,636,23b5b6dc13b8c8c7
1124c140,8,0,230,294,636,aa17a6ed95371f62
1404203c,8,0,264,294,636,60b2f90aa96a523b
301280c1,8,0,163,294,636,c3706d0b14f7202f
0832084c,8,0,259,294,636,ae29880700fff56f
100ae048,8,0,156,338,636,4353b4aa81f11f9d
06803848,8,0,141,338,636,1e70bf5144cac6a4
0dc00111,8,0,158,294,636,aecdd828df408fb4
04410a52,8,0,113,294,636,5f0d1da51a0ea6b4
120c3011,8,0,326,294,636,dc9118242809f4c4
0a234a00,8,0,138,294,636,6ba2d6b2b600ac1e
109a4050,8,0,279,294,636,6325c1357b0fdde5
00aac202,8,0,214,338,636,8e9702f37d0e8cb9
04829124,8,0,88,294,636,4ce89512a31a222
00e36008,8,0,247,338,636,40a7bb0c6a6022ce
05300192,8,0,211,294,636,883da4b2170f1631
04a0018d,8,0,87,294,636,a7f4234488415d88
10c03212,8,0,259,338,636,534bf12567af619e
14804621,8,0,271,294,636,dd50a9ba7f6d626a
24414062,8,0,208,294,636,d44322363b2d2f38
26801890,8,0,217,294,636,cfd030e2cf1d49d7
12920580,8,0,289,100,636,9bfafed786452026
0c504114,8,0,99,294,636,54a0115d68324ba
11240458,8,0,286,294,636,9f64fe137507358b
00328d08,8,0,122,294,636,f44d78f7434e0e7
0c00c4a1,8,0,175,294,636,f7006c70cfdac673
00615248,8,0,311,338,636,25f8d012e2e1d30a
30205124,8,0,261,294,636,4ab74f627aed8f47
2c00c062,8,0,96,294,636,6ccd0b7d9435c29d
1e018180,8,0,180,294,636,7a7d8d83f70f9739
081a0825,8,0,159,294,636,647ee1f099e04b3b
0910804d,8,0,204,294,636,fc3026a3be5796c4
0c111510,8,0,181,294,636,e9827e5e2774e1fb
060a0c11,8,0,190,294,636,9ba68fd6d72f311b
28a04148,8,0,235,338,636,9edb9112fe43a2ed
20007125,8,0,210,294,636,458c9d3b173392eb
3080220e,8,0,153,306,635,bec4b13c484d1adc
00ad5001,8,0,349,294,636,f24f45f1a51abf6f
06024443,8,0,272,100,636,7ec275aa8debfb2c
0291c801,8,0,337,100,636,7d3b17c350189734
1182401a,8,0,163,338,636,e3e72b86f3392e64
0610421a,8,0,214,294,636,5a42adf05f3889fe
140b4180,8,0,245,294,636,d8076dbaaa85e6b7
006214a8,8,0,314,100,636,fd2fc7f281affd32
04401529,8,0,224,294,636,cce91f8348d8df6d
0032a442,8,0,165,294,636,8e62f380597d9ee3
08a45c00,8,0,305,294,636,c80a19a564ec75e4
118e0108,8,0,281,294,636,9bfdfa465692c6e8
01135101,8,0,285,294,636,351e772253d410a6
03144105,8,0,320,294,636,b8206b09a3901ad3
2c050844,8,0,75,294,636,7765e00074463d9b
06c38004,8,0,255,294,636,1b14eb2f565615b5
0502110e,8,0,120,294,636,707f822b4badc58c
08485508,8,0,244,294,636,4114a34277c970ed
18422814,8,0,142,294,636,26bcf9d01dc2864e
04c24881,8,0,293,294,636,87154079ba8e1600
0834c240,8,0,134,294,636,c6d4fc3dca801bb5
30c14101,8,0,182,338,636,444ae75319fe3109
0d801160,8,0,126,294,636,1d994b933775a025
0e809030,8,0,135,294,636,ab89135b9fe5ca74
04445901,8,0,269,294,636,e6b37bf760a0c1ac
24140311,8,0,121,294,636,3db59d19e0137a47
00027226,8,0,117,338,636,17259b9faf98dad9
14041a05,8,0,317,294,636,5cf47cf4a2d9beae
046308c0,8,0,148,294,636,3a27f0801fd0bec1
02194448,8,0,305,100,636,d6ddc264dec8c434
02862049,8,0,195,294,636,2621bf173deca2b
0c009215,8,0,161,294,636,7ecca1928ff3c869
14248380,8,0,224,294,636,ffedc2669b8ca12c
1087c800,8,0,144,294,636,6e174a3721d1eb64
18920a40,8,0,131,294,636,d856b029742793db
1088e808,8,0,242,338,636,ee3c880f6df9076a
12254081,8,0,274,256,636,dbe339cb56989db
38504014,8,0,235,294,636,1cd96ad87a6c84d3
20026215,8,0,129,294,636,610bfcc09c8553af
30a23001,8,0,260,294,636,59bcad9594a73ed3
20426023,8,0,206,294,636,d2bb5846fc91f8fe
